log_id,customer_id,chat_text,sentiment_label,keywords_detected
LOG01113,CUST00358,Can I increase my credit limit?,neutral,
LOG01114,CUST02722,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01115,CUST07296,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01116,CUST07725,The loan was approved faster than expected – very pleased.,positive,
LOG01117,CUST07365,How do I update my contact details?,neutral,
LOG01118,CUST03976,"Excellent experience overall, keep it up.",positive,
LOG01119,CUST04831,What are the current interest rates for savings accounts?,neutral,
LOG01120,CUST06419,"Excellent experience overall, keep it up.",positive,
LOG01121,CUST05470,"Thank you, the issue has been resolved quickly.",positive,
LOG01122,CUST01683,"Thank you, the issue has been resolved quickly.",positive,
LOG01123,CUST07075,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01124,CUST08122,Can I increase my credit limit?,neutral,
LOG01125,CUST09481,What documents are needed for a loan application?,neutral,
LOG01126,CUST00607,I am very unhappy with how my complaint was handled.,negative,
LOG01127,CUST06549,The loan was approved faster than expected – very pleased.,positive,
LOG01128,CUST08411,The loan was approved faster than expected – very pleased.,positive,
LOG01129,CUST03800,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01130,CUST08656,I cannot access my account – it seems blocked.,negative,blocked
LOG01131,CUST06915,"Thank you, the issue has been resolved quickly.",positive,
LOG01132,CUST09065,Why is my loan application still pending? Terrible process.,negative,
LOG01133,CUST04389,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01134,CUST07756,Account blocked again. This is the third time this month.,negative,blocked
LOG01135,CUST08107,"Thank you, the issue has been resolved quickly.",positive,
LOG01136,CUST05682,Please send me my account statement.,neutral,
LOG01137,CUST07148,Can I increase my credit limit?,neutral,
LOG01138,CUST02644,I cannot access my account – it seems blocked.,negative,blocked
LOG01139,CUST03150,I need to know the branch hours.,neutral,
LOG01140,CUST05634,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01141,CUST03803,The loan was approved faster than expected – very pleased.,positive,
LOG01142,CUST09629,My card was charged twice and no one is fixing it.,negative,
LOG01143,CUST05557,What documents are needed for a loan application?,neutral,
LOG01144,CUST02149,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01145,CUST06396,I need to know the branch hours.,neutral,
LOG01146,CUST05903,The loan was approved faster than expected – very pleased.,positive,
LOG01147,CUST02655,The loan was approved faster than expected – very pleased.,positive,
LOG01148,CUST03395,Please send me my account statement.,neutral,
LOG01149,CUST01413,I am very unhappy with how my complaint was handled.,negative,
LOG01150,CUST02116,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01151,CUST03269,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01152,CUST09925,What are the current interest rates for savings accounts?,neutral,
LOG01153,CUST01654,Can I increase my credit limit?,neutral,
LOG01154,CUST08090,Account blocked again. This is the third time this month.,negative,blocked
LOG01155,CUST03846,I need to know the branch hours.,neutral,
LOG01156,CUST09124,What are the current interest rates for savings accounts?,neutral,
LOG01157,CUST00298,How do I update my contact details?,neutral,
LOG01158,CUST04274,Why is my loan application still pending? Terrible process.,negative,
LOG01159,CUST02599,I love the new mobile app features.,positive,
LOG01160,CUST08249,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01161,CUST01044,How do I update my contact details?,neutral,
LOG01162,CUST07056,Why is my loan application still pending? Terrible process.,negative,
LOG01163,CUST03715,How do I update my contact details?,neutral,
LOG01164,CUST09208,How do I update my contact details?,neutral,
LOG01165,CUST07969,What are the current interest rates for savings accounts?,neutral,
LOG01166,CUST05576,I am very unhappy with how my complaint was handled.,negative,
LOG01167,CUST00765,I need to know the branch hours.,neutral,
LOG01168,CUST04383,Please send me my account statement.,neutral,
LOG01169,CUST08445,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01170,CUST00827,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01171,CUST07490,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01172,CUST01735,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01173,CUST09216,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01174,CUST08312,I cannot access my account – it seems blocked.,negative,blocked
LOG01175,CUST02737,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01176,CUST01935,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01177,CUST05926,My card was charged twice and no one is fixing it.,negative,
LOG01178,CUST04787,What are the current interest rates for savings accounts?,neutral,
LOG01179,CUST07234,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01180,CUST08166,Please send me my account statement.,neutral,
LOG01181,CUST01627,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01182,CUST05960,"Great customer service, very helpful team.",positive,
LOG01183,CUST02258,Why is my loan application still pending? Terrible process.,negative,
LOG01184,CUST03308,"Thank you, the issue has been resolved quickly.",positive,
LOG01185,CUST06812,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01186,CUST04020,I cannot access my account – it seems blocked.,negative,blocked
LOG01187,CUST05593,The loan was approved faster than expected – very pleased.,positive,
LOG01188,CUST08275,I love the new mobile app features.,positive,
LOG01189,CUST01397,What are the current interest rates for savings accounts?,neutral,
LOG01190,CUST06102,I need to know the branch hours.,neutral,
LOG01191,CUST06800,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01192,CUST04022,I need to know the branch hours.,neutral,
LOG01193,CUST08678,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01194,CUST03739,Account blocked again. This is the third time this month.,negative,blocked
LOG01195,CUST07026,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01196,CUST06707,The loan was approved faster than expected – very pleased.,positive,
LOG01197,CUST08457,Can I increase my credit limit?,neutral,
LOG01198,CUST05928,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01199,CUST07252,"Thank you, the issue has been resolved quickly.",positive,
LOG01200,CUST00163,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01201,CUST08477,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01202,CUST01390,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01203,CUST05158,I need to know the branch hours.,neutral,
LOG01204,CUST02693,Can I increase my credit limit?,neutral,
LOG01205,CUST01008,Can I increase my credit limit?,neutral,
LOG01206,CUST00608,Account blocked again. This is the third time this month.,negative,blocked
LOG01207,CUST09414,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01208,CUST08517,I cannot access my account – it seems blocked.,negative,blocked
LOG01209,CUST06870,I am very unhappy with how my complaint was handled.,negative,
LOG01210,CUST09071,Can I increase my credit limit?,neutral,
LOG01211,CUST05140,I am very unhappy with how my complaint was handled.,negative,
LOG01212,CUST00130,I need to know the branch hours.,neutral,
LOG01213,CUST08648,I love the new mobile app features.,positive,
LOG01214,CUST06619,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01215,CUST03361,The loan was approved faster than expected – very pleased.,positive,
LOG01216,CUST07245,"Excellent experience overall, keep it up.",positive,
LOG01217,CUST05657,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01218,CUST03233,Account blocked again. This is the third time this month.,negative,blocked
LOG01219,CUST01381,I am very unhappy with how my complaint was handled.,negative,
LOG01220,CUST08806,I cannot access my account – it seems blocked.,negative,blocked
LOG01221,CUST06390,I need to know the branch hours.,neutral,
LOG01222,CUST02065,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01223,CUST08861,Please send me my account statement.,neutral,
LOG01224,CUST03502,I am very unhappy with how my complaint was handled.,negative,
LOG01225,CUST08384,"Thank you, the issue has been resolved quickly.",positive,
LOG01226,CUST05116,Please send me my account statement.,neutral,
LOG01227,CUST05583,"Excellent experience overall, keep it up.",positive,
LOG01228,CUST02622,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01229,CUST00457,How do I update my contact details?,neutral,
LOG01230,CUST09708,"Excellent experience overall, keep it up.",positive,
LOG01231,CUST03955,I need to know the branch hours.,neutral,
LOG01232,CUST06927,I need to know the branch hours.,neutral,
LOG01233,CUST01810,Please send me my account statement.,neutral,
LOG01234,CUST00983,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01235,CUST04256,I need to know the branch hours.,neutral,
LOG01236,CUST02029,Why is my loan application still pending? Terrible process.,negative,
LOG01237,CUST02044,I cannot access my account – it seems blocked.,negative,blocked
LOG01238,CUST04882,Can I increase my credit limit?,neutral,
LOG01239,CUST07425,I cannot access my account – it seems blocked.,negative,blocked
LOG01240,CUST03869,Why is my loan application still pending? Terrible process.,negative,
LOG01241,CUST05740,My card was charged twice and no one is fixing it.,negative,
LOG01242,CUST04662,I need to know the branch hours.,neutral,
LOG01243,CUST06188,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01244,CUST04058,Please send me my account statement.,neutral,
LOG01245,CUST05372,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01246,CUST09542,"Excellent experience overall, keep it up.",positive,
LOG01247,CUST05920,My card was charged twice and no one is fixing it.,negative,
LOG01248,CUST01606,The loan was approved faster than expected – very pleased.,positive,
LOG01249,CUST06975,"Great customer service, very helpful team.",positive,
LOG01250,CUST01343,Can I increase my credit limit?,neutral,
LOG01251,CUST01019,How do I update my contact details?,neutral,
LOG01252,CUST02131,Can I increase my credit limit?,neutral,
LOG01253,CUST03520,Can I increase my credit limit?,neutral,
LOG01254,CUST01280,The loan was approved faster than expected – very pleased.,positive,
LOG01255,CUST08623,I love the new mobile app features.,positive,
LOG01256,CUST09638,Can I increase my credit limit?,neutral,
LOG01257,CUST08503,"Excellent experience overall, keep it up.",positive,
LOG01258,CUST04321,Can I increase my credit limit?,neutral,
LOG01259,CUST06938,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01260,CUST08021,Can I increase my credit limit?,neutral,
LOG01261,CUST02669,Account blocked again. This is the third time this month.,negative,blocked
LOG01262,CUST08287,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01263,CUST07943,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01264,CUST07500,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01265,CUST08409,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01266,CUST01935,"Excellent experience overall, keep it up.",positive,
LOG01267,CUST03484,What documents are needed for a loan application?,neutral,
LOG01268,CUST07756,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01269,CUST02570,I cannot access my account – it seems blocked.,negative,blocked
LOG01270,CUST06052,Please send me my account statement.,neutral,
LOG01271,CUST09857,How do I update my contact details?,neutral,
LOG01272,CUST01808,Can I increase my credit limit?,neutral,
LOG01273,CUST06056,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01274,CUST04745,Please send me my account statement.,neutral,
LOG01275,CUST08566,I cannot access my account – it seems blocked.,negative,blocked
LOG01276,CUST01930,What are the current interest rates for savings accounts?,neutral,
LOG01277,CUST04996,Why is my loan application still pending? Terrible process.,negative,
LOG01278,CUST04969,I need to know the branch hours.,neutral,
LOG01279,CUST07962,I love the new mobile app features.,positive,
LOG01280,CUST02341,How do I update my contact details?,neutral,
LOG01281,CUST09661,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01282,CUST00798,Account blocked again. This is the third time this month.,negative,blocked
LOG01283,CUST04645,I need to know the branch hours.,neutral,
LOG01284,CUST03000,My card was charged twice and no one is fixing it.,negative,
LOG01285,CUST08009,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01286,CUST02005,How do I update my contact details?,neutral,
LOG01287,CUST05713,"Excellent experience overall, keep it up.",positive,
LOG01288,CUST00733,"Thank you, the issue has been resolved quickly.",positive,
LOG01289,CUST07884,Account blocked again. This is the third time this month.,negative,blocked
LOG01290,CUST05075,Please send me my account statement.,neutral,
LOG01291,CUST05535,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01292,CUST07787,Account blocked again. This is the third time this month.,negative,blocked
LOG01293,CUST09924,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01294,CUST02270,What are the current interest rates for savings accounts?,neutral,
LOG01295,CUST07552,Please send me my account statement.,neutral,
LOG01296,CUST07358,Can I increase my credit limit?,neutral,
LOG01297,CUST05329,"Great customer service, very helpful team.",positive,
LOG01298,CUST06712,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01299,CUST03815,Can I increase my credit limit?,neutral,
LOG01300,CUST05555,The loan was approved faster than expected – very pleased.,positive,
LOG01301,CUST00751,"Excellent experience overall, keep it up.",positive,
LOG01302,CUST07260,What documents are needed for a loan application?,neutral,
LOG01303,CUST04545,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01304,CUST01451,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01305,CUST00407,What are the current interest rates for savings accounts?,neutral,
LOG01306,CUST05061,Please send me my account statement.,neutral,
LOG01307,CUST02029,Please send me my account statement.,neutral,
LOG01308,CUST09165,What documents are needed for a loan application?,neutral,
LOG01309,CUST03153,How do I update my contact details?,neutral,
LOG01310,CUST08878,Please send me my account statement.,neutral,
LOG01311,CUST09343,I cannot access my account – it seems blocked.,negative,blocked
LOG01312,CUST07797,My card was charged twice and no one is fixing it.,negative,
LOG01313,CUST00306,"Excellent experience overall, keep it up.",positive,
LOG01314,CUST08714,How do I update my contact details?,neutral,
LOG01315,CUST00311,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01316,CUST03372,I am very unhappy with how my complaint was handled.,negative,
LOG01317,CUST09496,My card was charged twice and no one is fixing it.,negative,
LOG01318,CUST01387,The loan was approved faster than expected – very pleased.,positive,
LOG01319,CUST06584,Why is my loan application still pending? Terrible process.,negative,
LOG01320,CUST00738,"Excellent experience overall, keep it up.",positive,
LOG01321,CUST00382,The loan was approved faster than expected – very pleased.,positive,
LOG01322,CUST07161,I love the new mobile app features.,positive,
LOG01323,CUST06799,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01324,CUST08650,I cannot access my account – it seems blocked.,negative,blocked
LOG01325,CUST06259,I love the new mobile app features.,positive,
LOG01326,CUST01492,I am very unhappy with how my complaint was handled.,negative,
LOG01327,CUST01628,How do I update my contact details?,neutral,
LOG01328,CUST04676,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01329,CUST02993,"Great customer service, very helpful team.",positive,
LOG01330,CUST01469,I love the new mobile app features.,positive,
LOG01331,CUST05027,"Great customer service, very helpful team.",positive,
LOG01332,CUST02773,Account blocked again. This is the third time this month.,negative,blocked
LOG01333,CUST05330,How do I update my contact details?,neutral,
LOG01334,CUST00446,What are the current interest rates for savings accounts?,neutral,
LOG01335,CUST00959,What documents are needed for a loan application?,neutral,
LOG01336,CUST06389,I am very unhappy with how my complaint was handled.,negative,
LOG01337,CUST05244,How do I update my contact details?,neutral,
LOG01338,CUST06764,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01339,CUST04226,I love the new mobile app features.,positive,
LOG01340,CUST01982,Can I increase my credit limit?,neutral,
LOG01341,CUST03319,How do I update my contact details?,neutral,
LOG01342,CUST09782,My card was charged twice and no one is fixing it.,negative,
LOG01343,CUST03875,"Excellent experience overall, keep it up.",positive,
LOG01344,CUST08334,Can I increase my credit limit?,neutral,
LOG01345,CUST06309,"Excellent experience overall, keep it up.",positive,
LOG01346,CUST04413,How do I update my contact details?,neutral,
LOG01347,CUST05216,"Thank you, the issue has been resolved quickly.",positive,
LOG01348,CUST09063,The loan was approved faster than expected – very pleased.,positive,
LOG01349,CUST01073,Can I increase my credit limit?,neutral,
LOG01350,CUST00474,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01351,CUST03830,Can I increase my credit limit?,neutral,
LOG01352,CUST04410,How do I update my contact details?,neutral,
LOG01353,CUST09604,"Excellent experience overall, keep it up.",positive,
LOG01354,CUST01664,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01355,CUST09089,"Great customer service, very helpful team.",positive,
LOG01356,CUST04991,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01357,CUST07307,Account blocked again. This is the third time this month.,negative,blocked
LOG01358,CUST08200,How do I update my contact details?,neutral,
LOG01359,CUST02333,"Great customer service, very helpful team.",positive,
LOG01360,CUST08855,I need to know the branch hours.,neutral,
LOG01361,CUST04017,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01362,CUST06943,"Excellent experience overall, keep it up.",positive,
LOG01363,CUST07402,"Excellent experience overall, keep it up.",positive,
LOG01364,CUST00017,I cannot access my account – it seems blocked.,negative,blocked
LOG01365,CUST04740,The loan was approved faster than expected – very pleased.,positive,
LOG01366,CUST00009,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01367,CUST07901,"Thank you, the issue has been resolved quickly.",positive,
LOG01368,CUST09796,I am very unhappy with how my complaint was handled.,negative,
LOG01369,CUST06229,I need to know the branch hours.,neutral,
LOG01370,CUST03486,I love the new mobile app features.,positive,
LOG01371,CUST00746,I am very unhappy with how my complaint was handled.,negative,
LOG01372,CUST08751,What are the current interest rates for savings accounts?,neutral,
LOG01373,CUST04926,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01374,CUST06477,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01375,CUST02289,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01376,CUST09118,What documents are needed for a loan application?,neutral,
LOG01377,CUST07078,I am very unhappy with how my complaint was handled.,negative,
LOG01378,CUST08271,"Great customer service, very helpful team.",positive,
LOG01379,CUST05614,I need to know the branch hours.,neutral,
LOG01380,CUST07418,I am very unhappy with how my complaint was handled.,negative,
LOG01381,CUST04030,I love the new mobile app features.,positive,
LOG01382,CUST05270,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01383,CUST03451,I need to know the branch hours.,neutral,
LOG01384,CUST09823,The loan was approved faster than expected – very pleased.,positive,
LOG01385,CUST00261,Why is my loan application still pending? Terrible process.,negative,
LOG01386,CUST00034,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01387,CUST07808,"Excellent experience overall, keep it up.",positive,
LOG01388,CUST00157,How do I update my contact details?,neutral,
LOG01389,CUST06770,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01390,CUST08012,"Excellent experience overall, keep it up.",positive,
LOG01391,CUST08817,Can I increase my credit limit?,neutral,
LOG01392,CUST01271,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01393,CUST07294,I cannot access my account – it seems blocked.,negative,blocked
LOG01394,CUST05784,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01395,CUST09852,The loan was approved faster than expected – very pleased.,positive,
LOG01396,CUST06337,I need to know the branch hours.,neutral,
LOG01397,CUST00139,"Great customer service, very helpful team.",positive,
LOG01398,CUST07581,How do I update my contact details?,neutral,
LOG01399,CUST03162,Why is my loan application still pending? Terrible process.,negative,
LOG01400,CUST00154,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01401,CUST00325,My card was charged twice and no one is fixing it.,negative,
LOG01402,CUST05863,I am very unhappy with how my complaint was handled.,negative,
LOG01403,CUST01475,What are the current interest rates for savings accounts?,neutral,
LOG01404,CUST04968,"Excellent experience overall, keep it up.",positive,
LOG01405,CUST03624,What documents are needed for a loan application?,neutral,
LOG01406,CUST08091,My card was charged twice and no one is fixing it.,negative,
LOG01407,CUST00603,I love the new mobile app features.,positive,
LOG01408,CUST08075,I need to know the branch hours.,neutral,
LOG01409,CUST00117,My card was charged twice and no one is fixing it.,negative,
LOG01410,CUST06490,What are the current interest rates for savings accounts?,neutral,
LOG01411,CUST04545,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01412,CUST02794,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01413,CUST03175,Please send me my account statement.,neutral,
LOG01414,CUST09269,What documents are needed for a loan application?,neutral,
LOG01415,CUST01071,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01416,CUST02102,Please send me my account statement.,neutral,
LOG01417,CUST01066,What documents are needed for a loan application?,neutral,
LOG01418,CUST04254,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01419,CUST03735,"Excellent experience overall, keep it up.",positive,
LOG01420,CUST03144,I am very unhappy with how my complaint was handled.,negative,
LOG01421,CUST00379,What documents are needed for a loan application?,neutral,
LOG01422,CUST08732,What documents are needed for a loan application?,neutral,
LOG01423,CUST04144,"Excellent experience overall, keep it up.",positive,
LOG01424,CUST09177,What documents are needed for a loan application?,neutral,
LOG01425,CUST00033,Can I increase my credit limit?,neutral,
LOG01426,CUST00850,Can I increase my credit limit?,neutral,
LOG01427,CUST07087,I need to know the branch hours.,neutral,
LOG01428,CUST04490,The loan was approved faster than expected – very pleased.,positive,
LOG01429,CUST08492,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01430,CUST08120,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01431,CUST08475,I love the new mobile app features.,positive,
LOG01432,CUST03679,I cannot access my account – it seems blocked.,negative,blocked
LOG01433,CUST04554,"Thank you, the issue has been resolved quickly.",positive,
LOG01434,CUST08724,Can I increase my credit limit?,neutral,
LOG01435,CUST05182,The loan was approved faster than expected – very pleased.,positive,
LOG01436,CUST06421,"Thank you, the issue has been resolved quickly.",positive,
LOG01437,CUST05484,My card was charged twice and no one is fixing it.,negative,
LOG01438,CUST09369,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01439,CUST03697,How do I update my contact details?,neutral,
LOG01440,CUST06944,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01441,CUST04096,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01442,CUST02695,"Great customer service, very helpful team.",positive,
LOG01443,CUST05093,I need to know the branch hours.,neutral,
LOG01444,CUST01585,How do I update my contact details?,neutral,
LOG01445,CUST07864,How do I update my contact details?,neutral,
LOG01446,CUST00394,The loan was approved faster than expected – very pleased.,positive,
LOG01447,CUST04103,Why is my loan application still pending? Terrible process.,negative,
LOG01448,CUST01767,"Great customer service, very helpful team.",positive,
LOG01449,CUST03906,Can I increase my credit limit?,neutral,
LOG01450,CUST00892,Why is my loan application still pending? Terrible process.,negative,
LOG01451,CUST08515,Why is my loan application still pending? Terrible process.,negative,
LOG01452,CUST01195,My card was charged twice and no one is fixing it.,negative,
LOG01453,CUST01568,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01454,CUST07315,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01455,CUST02046,Please send me my account statement.,neutral,
LOG01456,CUST00995,"Thank you, the issue has been resolved quickly.",positive,
LOG01457,CUST06184,How do I update my contact details?,neutral,
LOG01458,CUST01066,Why is my loan application still pending? Terrible process.,negative,
LOG01459,CUST01016,"Great customer service, very helpful team.",positive,
LOG01460,CUST00898,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01461,CUST07076,I need to know the branch hours.,neutral,
LOG01462,CUST01669,"Thank you, the issue has been resolved quickly.",positive,
LOG01463,CUST00915,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01464,CUST04832,I cannot access my account – it seems blocked.,negative,blocked
LOG01465,CUST06582,Account blocked again. This is the third time this month.,negative,blocked
LOG01466,CUST06736,How do I update my contact details?,neutral,
LOG01467,CUST09824,"Great customer service, very helpful team.",positive,
LOG01468,CUST00174,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01469,CUST06291,The loan was approved faster than expected – very pleased.,positive,
LOG01470,CUST07015,Can I increase my credit limit?,neutral,
LOG01471,CUST01660,"Excellent experience overall, keep it up.",positive,
LOG01472,CUST00426,I need to know the branch hours.,neutral,
LOG01473,CUST08475,Can I increase my credit limit?,neutral,
LOG01474,CUST09631,I love the new mobile app features.,positive,
LOG01475,CUST01770,What are the current interest rates for savings accounts?,neutral,
LOG01476,CUST00202,"Thank you, the issue has been resolved quickly.",positive,
LOG01477,CUST01107,"Excellent experience overall, keep it up.",positive,
LOG01478,CUST09392,My card was charged twice and no one is fixing it.,negative,
LOG01479,CUST08338,What are the current interest rates for savings accounts?,neutral,
LOG01480,CUST05823,I love the new mobile app features.,positive,
LOG01481,CUST07888,Can I increase my credit limit?,neutral,
LOG01482,CUST03047,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG01483,CUST02256,My card was charged twice and no one is fixing it.,negative,
LOG01484,CUST00992,How do I update my contact details?,neutral,
LOG01485,CUST05107,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01486,CUST07141,Please send me my account statement.,neutral,
LOG01487,CUST05862,Please send me my account statement.,neutral,
LOG01488,CUST09563,I need to know the branch hours.,neutral,
LOG01489,CUST02386,Please send me my account statement.,neutral,
LOG01490,CUST07693,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01491,CUST09885,I love the new mobile app features.,positive,
LOG01492,CUST04769,I need to know the branch hours.,neutral,
LOG01493,CUST00133,I love the new mobile app features.,positive,
LOG01494,CUST00940,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01495,CUST08309,"Great customer service, very helpful team.",positive,
LOG01496,CUST00895,"Excellent experience overall, keep it up.",positive,
LOG01497,CUST05634,Account blocked again. This is the third time this month.,negative,blocked
LOG01498,CUST03283,What are the current interest rates for savings accounts?,neutral,
LOG01499,CUST03298,What documents are needed for a loan application?,neutral,
LOG01500,CUST05596,"Thank you, the issue has been resolved quickly.",positive,
LOG01501,CUST07795,What are the current interest rates for savings accounts?,neutral,
LOG01502,CUST07658,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01503,CUST09477,Why is my loan application still pending? Terrible process.,negative,
LOG01504,CUST05500,Please send me my account statement.,neutral,
LOG01505,CUST04910,"Excellent experience overall, keep it up.",positive,
LOG01506,CUST05385,Account blocked again. This is the third time this month.,negative,blocked
LOG01507,CUST01718,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01508,CUST00692,The loan was approved faster than expected – very pleased.,positive,
LOG01509,CUST03595,Can I increase my credit limit?,neutral,
LOG01510,CUST03655,How do I update my contact details?,neutral,
LOG01511,CUST03773,What documents are needed for a loan application?,neutral,
LOG01512,CUST03493,Can I increase my credit limit?,neutral,
LOG01513,CUST07877,What are the current interest rates for savings accounts?,neutral,
LOG01514,CUST05432,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01515,CUST06159,What documents are needed for a loan application?,neutral,
LOG01516,CUST06559,"Great customer service, very helpful team.",positive,
LOG01517,CUST00111,What are the current interest rates for savings accounts?,neutral,
LOG01518,CUST00163,I need to know the branch hours.,neutral,
LOG01519,CUST05864,How do I update my contact details?,neutral,
LOG01520,CUST09089,How do I update my contact details?,neutral,
LOG01521,CUST02334,"There is a fraud transaction on my account, please help.",negative,fraud
LOG01522,CUST07216,I am very unhappy with how my complaint was handled.,negative,
LOG01523,CUST09596,"Great customer service, very helpful team.",positive,
LOG01524,CUST00720,I need to know the branch hours.,neutral,
LOG01525,CUST03263,How do I update my contact details?,neutral,
LOG01526,CUST04655,What are the current interest rates for savings accounts?,neutral,
LOG01527,CUST03588,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01528,CUST02856,I am very unhappy with how my complaint was handled.,negative,
LOG01529,CUST09086,I need to know the branch hours.,neutral,
LOG01530,CUST02926,"Great customer service, very helpful team.",positive,
LOG01531,CUST00353,My card was charged twice and no one is fixing it.,negative,
LOG01532,CUST04290,"Great customer service, very helpful team.",positive,
LOG01533,CUST00344,How do I update my contact details?,neutral,
LOG01534,CUST06209,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG01535,CUST01819,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01536,CUST03445,I need to know the branch hours.,neutral,
LOG01537,CUST07475,I love the new mobile app features.,positive,
LOG01538,CUST06057,What are the current interest rates for savings accounts?,neutral,
LOG01539,CUST02808,Why is my loan application still pending? Terrible process.,negative,
LOG01540,CUST07107,Please send me my account statement.,neutral,
LOG01541,CUST01072,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG01542,CUST02367,"There is a fraud transaction on my account, please help.",negative,fraud
